Review_Text,Detected_Language,Translation_Applied,Translated_Text,Cleaned_Text,BERT_Text,Sentiment,Label_ID,Word_Count,no,source,location,Confidence,Positive Score,Negative Score,Reason / Notes,Aspect(s),Risk Type(s),Traveller Suitability,Hotel Improvement Insight
Terbaikkkk.. Semua nya ok,translation_package_not_installed,False,Terbaikkkk.. Semua nya ok,terbaikkkk semua nya okay,Terbaikkkk.. Semua nya okay,neutral,1,4,371,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,0.5,0.0,Mixed/acceptable wording; positive: ok,General,No major risk detected,General traveller suitability,No major improvement issue detected
The location is great but the queue for the lifts was super long! There's 3 lifts but only 2 lifts were working. Locating the block after collecting the keys was confusing especially the lift key instructions. Grab drop offs weren't even allowed to drop inside the block. Shower drained kept clogging and there's a weird smell in the rooms and toilet. Check-in experience was annoying since they informed me that it got delayed more than 2 hours due to heavy cleaning day. I had to call them a couple of times to be sure my room was ready for check-in.,translation_package_not_installed,False,The location is great but the queue for the lifts was super long! There's 3 lifts but only 2 lifts were working. Locating the block after collecting the keys was confusing especially the lift key instructions. Grab drop offs weren't even allowed to drop inside the block. Shower drained kept clogging and there's a weird smell in the rooms and toilet. Check-in experience was annoying since they informed me that it got delayed more than 2 hours due to heavy cleaning day. I had to call them a couple of times to be sure my room was ready for check-in.,the location is great but the queue for the lifts was super long there is lifts but only lifts were working locating the block after collecting the keys was confusing especially the lift key instructions grab drop offs were not even allowed to drop inside the block shower drained kept clogging and there is a weird smell in the rooms and toilet check in experience was annoying since they informed me that it got delayed more than hours due to heavy cleaning day i had to call them a couple of times to be sure my room was ready for check in,The location is great but the queue for the lifts was super long! There's 3 lifts but only 2 lifts were working. Locating the block after collecting the keys was confusing especially the lift key instructions. Grab drop offs weren't even allowed to drop inside the block. Shower drained kept clogging and there's a weird smell in the rooms and toilet. Check-in experience was annoying since they informed me that it got delayed more than 2 hours due to heavy cleaning day. I had to call them a couple of times to be sure my room was ready for check-in.,neutral,1,102,360,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,0.0,0.0,Mixed/acceptable wording,Location; Cleanliness; Service; Facilities; Accessibility,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
"Very aesthetic, i have booking with them for few times already, none of it disappointing me, just that the lift very slow due to high density",translation_package_not_installed,False,"Very aesthetic, i have booking with them for few times already, none of it disappointing me, just that the lift very slow due to high density",very aesthetic i have booking with them for few times already none of it disappointing me just that the lift very slow due to high density,"Very aesthetic, i have booking with them for few times already, none of it disappointing me, just that the lift very slow due to high density",neutral,1,26,361,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,0.0,0.0,Mixed/acceptable wording,Facilities; Accessibility,Facility/Maintenance Risk; Service Risk,General traveller suitability,Improve room facilities and maintenance; Improve front desk/staff service training
Very crowded with very long queue for the lift,translation_package_not_installed,False,Very crowded with very long queue for the lift,very crowded with very long queue for the lift,Very crowded with very long queue for the lift,neutral,1,9,372,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,0.0,1.5,Mixed/acceptable wording; negative: crowded,Facilities; Accessibility,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
"“Everything was great, but the elevator wait time was too long. I waited for nearly 30 minutes, which was quite inconvenient.”",translation_package_not_installed,False,"“Everything was great, but the elevator wait time was too long. I waited for nearly 30 minutes, which was quite inconvenient.”",everything was great but the elevator wait time was too long i waited for nearly minutes which was quite inconvenient,"“Everything was great, but the elevator wait time was too long. I waited for nearly 30 minutes, which was quite inconvenient.”",neutral,1,20,365,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",medium,0.0,0.0,Mixed/acceptable wording,Facilities; Accessibility,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
"1) parking underground with narrow turning 2) parking is charged rm6 for hotel guest 3) good location 4)room okay 5) they provide coway each floor, however hot water not functioning",translation_package_not_installed,False,"1) parking underground with narrow turning 2) parking is charged rm6 for hotel guest 3) good location 4)room okay 5) they provide coway each floor, however hot water not functioning",parking underground with narrow turning parking is charged rm for hotel guest good location room okay they provide coway each floor however hot water not functioning,"1) parking underground with narrow turning 2) parking is charged rm6 for hotel guest 3) good location 4)room okay 5) they provide coway each floor, however hot water not functioning",neutral,1,26,380,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,5.5,5.4,"Mixed/acceptable wording; positive: good location, good; negative: not functioning",Location; Parking,Parking Risk; Facility/Maintenance Risk,Suitable for convenience-focused travellers,Improve parking information or parking availability; Improve room facilities and maintenance
1st hotel pilihan jika ke KL,translation_package_not_installed,False,1st hotel pilihan jika ke KL,st hotel pilihan jika ke kl,1st hotel pilihan jika ke KL,neutral,1,6,384,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
Aircond perlu diservis semula oleh pihak hotel kerana beberapa bilik yg pernah duduk mmg dapat aircond yg sgt tidak sejuk.Pihak hotel juga telah memberi kipas agar tidak panas.Overall ok,translation_package_not_installed,False,Aircond perlu diservis semula oleh pihak hotel kerana beberapa bilik yg pernah duduk mmg dapat aircond yg sgt tidak sejuk.Pihak hotel juga telah memberi kipas agar tidak panas.Overall ok,air conditioning perlu diservis semula oleh pihak hotel kerana beberapa bilik yg pernah duduk mmg dapat air conditioning yg sgt tidak sejuk pihak hotel juga telah memberi kipas agar tidak panas overall okay,air conditioning perlu diservis semula oleh pihak hotel kerana beberapa bilik yg pernah duduk mmg dapat air conditioning yg sgt tidak sejuk.Pihak hotel juga telah memberi kipas agar tidak panas.Overall okay,neutral,1,33,379,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.5,0.0,Mixed/acceptable wording; positive: ok,General,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
"Am quite satisfy to stay at sentral hotel since location, connectivity,food nearby and price are reasonable. For future improvement and biznes growth, please improve room AC .",translation_package_not_installed,False,"Am quite satisfy to stay at sentral hotel since location, connectivity,food nearby and price are reasonable. For future improvement and biznes growth, please improve room AC .",am quite satisfy to stay at sentral hotel since location connectivity food nearby and price are reasonable for future improvement and biznes growth please improve room air conditioning,"Am quite satisfy to stay at sentral hotel since location, connectivity,food nearby and price are reasonable. For future improvement and biznes growth, please improve room air conditioning .",neutral,1,28,385,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Location; Breakfast/Food,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
"Bilik sy sbnrnya bilik express tp sbb sy smpi KL Sentral hmpir pkul 6.00pg staf kta bilik sy xde tu dia upgrade jd eksekutif room.Rezeki sy. ..Tu dpt view menara 118 dgn lrt...bilik luas...puas ht...jln kaki 2 min dr KL Sentral smpi dh hotel.Area hotel byk kedai mkn...Kedai mamak Bistro,econsave,dobi dll...smua dkt..klo smpi lewat mlm pn x tkut sbb ramai org...check out pkul 1.00 ptg.Okla.Spe nk bg.Biasanya check out pkul 12.00 tgh hr.Bilik ada tv ada channel kartun dn movie,ada fridge..jika ada rezeki nnt sy dtg lg...",translation_package_not_installed,False,"Bilik sy sbnrnya bilik express tp sbb sy smpi KL Sentral hmpir pkul 6.00pg staf kta bilik sy xde tu dia upgrade jd eksekutif room.Rezeki sy. ..Tu dpt view menara 118 dgn lrt...bilik luas...puas ht...jln kaki 2 min dr KL Sentral smpi dh hotel.Area hotel byk kedai mkn...Kedai mamak Bistro,econsave,dobi dll...smua dkt..klo smpi lewat mlm pn x tkut sbb ramai org...check out pkul 1.00 ptg.Okla.Spe nk bg.Biasanya check out pkul 12.00 tgh hr.Bilik ada tv ada channel kartun dn movie,ada fridge..jika ada rezeki nnt sy dtg lg...",bilik sy sbnrnya bilik express tp sbb sy smpi kl sentral hmpir pkul pg staf kta bilik sy xde tu dia upgrade jd eksekutif room rezeki sy tu dpt view menara dgn lrt bilik luas puas ht jln kaki min dr kl sentral smpi dh hotel area hotel byk kedai mkn kedai mamak bistro econsave dobi dll smua dkt klo smpi lewat mlm pn x tkut sbb ramai org check out pkul ptg okla spe nk bg biasanya check out pkul tgh hr bilik ada tv ada channel kartun dn movie ada fridge jika ada rezeki nnt sy dtg lg,"Bilik sy sbnrnya bilik express tp sbb sy smpi KL Sentral hmpir pkul 6.00pg staf kta bilik sy xde tu dia upgrade jd eksekutif room.Rezeki sy. ..Tu dpt view menara 118 dgn lrt...bilik luas...puas ht...jln kaki 2 min dr KL Sentral smpi dh hotel.Area hotel byk kedai mkn...Kedai mamak Bistro,econsave,dobi dll...smua dkt..klo smpi lewat mlm pn x tkut sbb ramai org...check out pkul 1.00 ptg.Okla.Spe nk bg.Biasanya check out pkul 12.00 tgh hr.Bilik ada tv ada channel kartun dn movie,ada fridge..jika ada rezeki nnt sy dtg lg...",neutral,1,100,392,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Location; Facilities; Breakfast/Food,Facility/Maintenance Risk,Suitable for convenience-focused travellers,Improve room facilities and maintenance
"Easy access to kL Sentral, easy to catch 1st morning flight. Room is very basic suitable for solo traveller",translation_package_not_installed,False,"Easy access to kL Sentral, easy to catch 1st morning flight. Room is very basic suitable for solo traveller",easy access to kl sentral easy to catch st morning flight room is very basic suitable for solo traveller,"Easy access to kL Sentral, easy to catch 1st morning flight. Room is very basic suitable for solo traveller",neutral,1,19,390,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,3.0,0.0,Mixed/acceptable wording; positive: easy access,General,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
I called multiple times to ensure the room was confirmed ... but unfortunately we did not get the room we asked for even after the staffs mentioned the rooms were confirmed. However we got an upgrade.,translation_package_not_installed,False,I called multiple times to ensure the room was confirmed ... but unfortunately we did not get the room we asked for even after the staffs mentioned the rooms were confirmed. However we got an upgrade.,i called multiple times to ensure the room was confirmed but unfortunately we did not get the room we asked for even after the staffs mentioned the rooms were confirmed however we got an upgrade,I called multiple times to ensure the room was confirmed ... but unfortunately we did not get the room we asked for even after the staffs mentioned the rooms were confirmed. However we got an upgrade.,neutral,1,35,388,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
I hope can improve the TV channel antenna.,translation_package_not_installed,False,I hope can improve the TV channel antenna.,i hope can improve the tv channel antenna,I hope can improve the TV channel antenna.,neutral,1,8,376,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Facilities,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
Just need to change the towel,translation_package_not_installed,False,Just need to change the towel,just need to change the towel,Just need to change the towel,neutral,1,6,373,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
"Kedudukan yang baik dan mudah akses dengan grab, LRT dan sebagainya.",translation_package_not_installed,False,"Kedudukan yang baik dan mudah akses dengan grab, LRT dan sebagainya.",kedudukan yang baik dan mudah akses dengan grab lrt dan sebagainya,"Kedudukan yang baik dan mudah akses dengan grab, LRT dan sebagainya.",neutral,1,11,394,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Location,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
"Location: At KL Sentral. 1 minute walk to Monorel Station. 2 minute walk to NU Sentral Mall. 3 minutes walk to other train selection like commuter, LRT, MRT and ERL. Reception: 5/10 Breakfast: 6/10",translation_package_not_installed,False,"Location: At KL Sentral. 1 minute walk to Monorel Station. 2 minute walk to NU Sentral Mall. 3 minutes walk to other train selection like commuter, LRT, MRT and ERL. Reception: 5/10 Breakfast: 6/10",location at kl sentral minute walk to monorel station minute walk to nu sentral mall minutes walk to other train selection like commuter lrt mrt and erl reception breakfast,"Location: At KL Sentral. 1 minute walk to Monorel Station. 2 minute walk to NU Sentral Mall. 3 minutes walk to other train selection like commuter, LRT, MRT and ERL. Reception: 5/10 Breakfast: 6/10",neutral,1,29,386,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Location; Service; Breakfast/Food,Service Risk,Suitable for convenience-focused travellers,Improve front desk/staff service training
Near the Kl Central..,translation_package_not_installed,False,Near the Kl Central..,near the kl central,Near the Kl Central..,neutral,1,4,374,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Location,No major risk detected,General traveller suitability,No major improvement issue detected
O.K. Still good & acceptable,translation_package_not_installed,False,O.K. Still good & acceptable,o k still good acceptable,O.K. Still good & acceptable,neutral,1,5,387,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,2.5,0.0,"Mixed/acceptable wording; positive: acceptable, good",General,No major risk detected,General traveller suitability,No major improvement issue detected
"Saya setiap kali jika travel ke KL akan menginap disini kerana berhampiran dengan banyak kemudahan seperti pengangkutan, Mall dan kedai makan. Hotel ini jugak lebih pravicy",translation_package_not_installed,False,"Saya setiap kali jika travel ke KL akan menginap disini kerana berhampiran dengan banyak kemudahan seperti pengangkutan, Mall dan kedai makan. Hotel ini jugak lebih pravicy",saya setiap kali jika travel ke kl akan menginap disini kerana berhampiran dengan banyak kemudahan seperti pengangkutan mall dan kedai makan hotel ini jugak lebih privacy,"Saya setiap kali jika travel ke KL akan menginap disini kerana berhampiran dengan banyak kemudahan seperti pengangkutan, Mall dan kedai makan. Hotel ini jugak lebih privacy",neutral,1,26,389,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Location,No major risk detected,General traveller suitability,No major improvement issue detected
"Strategies location easy to access for local transportation, monorail, lrt, kliaekspres, shopping complex, many nearby halal eateries",translation_package_not_installed,False,"Strategies location easy to access for local transportation, monorail, lrt, kliaekspres, shopping complex, many nearby halal eateries",strategies location easy to access for local transportation monorail lrt kliaekspres shopping complex many nearby halal eateries,"Strategies location easy to access for local transportation, monorail, lrt, kliaekspres, shopping complex, many nearby halal eateries",neutral,1,17,378,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Location,No major risk detected,Suitable for convenience-focused travellers,No major improvement issue detected
"Superior room was good enough for the price, with controllable aircon, strong and consistent shower. Room is tight and my room condition was acceptable. But must have room cleaning sign displayed for room to be cleaned daily and supplies filled. Bottle water not given automatically while there's water dispenser at lift lobby. Sound insulation is low. Check-in an out was fast.",translation_package_not_installed,False,"Superior room was good enough for the price, with controllable aircon, strong and consistent shower. Room is tight and my room condition was acceptable. But must have room cleaning sign displayed for room to be cleaned daily and supplies filled. Bottle water not given automatically while there's water dispenser at lift lobby. Sound insulation is low. Check-in an out was fast.",superior room was good enough for the price with controllable air conditioning strong and consistent shower room is tight and my room condition was acceptable but must have room cleaning sign displayed for room to be cleaned daily and supplies filled bottle water not given automatically while there is water dispenser at lift lobby sound insulation is low check in an out was fast,"Superior room was good enough for the price, with controllable air conditioning, strong and consistent shower. Room is tight and my room condition was acceptable. But must have room cleaning sign displayed for room to be cleaned daily and supplies filled. Bottle water not given automatically while there's water dispenser at lift lobby. Sound insulation is low. Check-in an out was fast.",neutral,1,64,393,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,2.5,0.0,"Mixed/acceptable wording; positive: acceptable, good",Service; Facilities; Accessibility,Facility/Maintenance Risk; Service Risk,General traveller suitability,Improve room facilities and maintenance; Improve front desk/staff service training
"The hotel appears quite dated especially from the condition of the furniture, lift and rooms but I was pleasantly surprised by the cleanliness when I first checked in. However, later during my stay, I noticed a bug on the dresser where I had placed my phone. After looking it up online, it seemed to be a bed bug, which was quite unsettling. Despite feeling uncomfortable, I completed my 2 nights and 3 days stay while taking precautions by keeping my luggage fully zipped at all times. Thankfully, I did not get bitten or notice any further signs of bugs. After returning home, I thoroughly sanitised my luggage and clothes, and fortunately, I have not found any bugs since. I stayed in room 1104.",translation_package_not_installed,False,"The hotel appears quite dated especially from the condition of the furniture, lift and rooms but I was pleasantly surprised by the cleanliness when I first checked in. However, later during my stay, I noticed a bug on the dresser where I had placed my phone. After looking it up online, it seemed to be a bed bug, which was quite unsettling. Despite feeling uncomfortable, I completed my 2 nights and 3 days stay while taking precautions by keeping my luggage fully zipped at all times. Thankfully, I did not get bitten or notice any further signs of bugs. After returning home, I thoroughly sanitised my luggage and clothes, and fortunately, I have not found any bugs since. I stayed in room 1104.",the hotel appears quite dated especially from the condition of the furniture lift and rooms but i was pleasantly surprised by the cleanliness when i first checked in however later during my stay i noticed a bug on the dresser where i had placed my phone after looking it up online it seemed to be a bed bug which was quite unsettling despite feeling uncomfortable i completed my nights and days stay while taking precautions by keeping my luggage fully zipped at all times thankfully i did not get bitten or notice any further signs of bugs after returning home i thoroughly sanitised my luggage and clothes and fortunately i have not found any bugs since i stayed in room,"The hotel appears quite dated especially from the condition of the furniture, lift and rooms but I was pleasantly surprised by the cleanliness when I first checked in. However, later during my stay, I noticed a bug on the dresser where I had placed my phone. After looking it up online, it seemed to be a bed bug, which was quite unsettling. Despite feeling uncomfortable, I completed my 2 nights and 3 days stay while taking precautions by keeping my luggage fully zipped at all times. Thankfully, I did not get bitten or notice any further signs of bugs. After returning home, I thoroughly sanitised my luggage and clothes, and fortunately, I have not found any bugs since. I stayed in room 1104.",neutral,1,120,383,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Cleanliness; Facilities; Comfort/Noise; Accessibility,Cleanliness Risk; Accessibility Risk; Facility/Maintenance Risk,Suitable for short stay/budget travellers; Not suitable for travellers with heavy luggage; Not ideal for cleanliness-sensitive guests,"Improve lift/accessibility information; Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
The room OK but the aircond not cool. Sweating in the night cause if the aitrcond,translation_package_not_installed,False,The room OK but the aircond not cool. Sweating in the night cause if the aitrcond,the room okay but the air conditioning not cool sweating in the night cause if the aitrcond,The room okay but the air conditioning not cool. Sweating in the night cause if the aitrcond,neutral,1,17,377,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.5,0.0,Mixed/acceptable wording; positive: ok,General,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
The staff are slow to our call for towel replacement. They miss out making up our room on one day,translation_package_not_installed,False,The staff are slow to our call for towel replacement. They miss out making up our room on one day,the staff are slow to our call for towel replacement they miss out making up our room on one day,The staff are slow to our call for towel replacement. They miss out making up our room on one day,neutral,1,20,375,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Cleanliness; Service,Cleanliness Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve front desk/staff service training"
The underground parking lane too narrow.,translation_package_not_installed,False,The underground parking lane too narrow.,the underground parking lane too narrow,The underground parking lane too narrow.,neutral,1,6,382,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Parking,Parking Risk,General traveller suitability,Improve parking information or parking availability
"They give me a room that already have a guest, maybe miscommunication between their staf. luckily they have another room then they give me a room. Im so embarrased because when i want to open the door, a guest already check in the room 1 day earlier.",translation_package_not_installed,False,"They give me a room that already have a guest, maybe miscommunication between their staf. luckily they have another room then they give me a room. Im so embarrased because when i want to open the door, a guest already check in the room 1 day earlier.",they give me a room that already have a guest maybe miscommunication between their staf luckily they have another room then they give me a room im so embarrased because when i want to open the door a guest already check in the room day earlier,"They give me a room that already have a guest, maybe miscommunication between their staf. luckily they have another room then they give me a room. Im so embarrased because when i want to open the door, a guest already check in the room 1 day earlier.",neutral,1,46,395,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,Service,Service Risk,General traveller suitability,Improve front desk/staff service training
"per entry need rm 6, if you're going out frequently, u will be charge everytime u enter ur hotel",translation_package_not_installed,False,"per entry need rm 6, if you're going out frequently, u will be charge everytime u enter ur hotel",per entry need rm if you are going out frequently u will be charge everytime u enter ur hotel,"per entry need rm 6, if you're going out frequently, u will be charge everytime u enter ur hotel",neutral,1,19,391,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
the express room has cockroaches issues. Need to be tackle this infestation issue.,translation_package_not_installed,False,the express room has cockroaches issues. Need to be tackle this infestation issue.,the express room has cockroaches issues need to be tackle this infestation issue,the express room has cockroaches issues. Need to be tackle this infestation issue.,neutral,1,13,381,Agoda,"Jalan Thambipillay, Kuala Lumpur Sentral, Kuala Lumpur, Malaysia, 50470",medium,0.0,0.0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
Aircond no cold 🥲 Need to take note and check,translation_package_not_installed,False,Aircond no cold 🥲 Need to take note and check,air conditioning no cold need to take note and check,air conditioning no cold 🥲 Need to take note and check,neutral,1,10,443,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,0.0,0.0,Mixed/acceptable wording,General,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
All in one location.,translation_package_not_installed,False,All in one location.,all in one location,All in one location.,neutral,1,4,465,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,0.0,0.0,Mixed/acceptable wording,Location,No major risk detected,General traveller suitability,No major improvement issue detected
"An ideal hotel to stay if you have plans to visit the theme park. If you want to head to Berjaya Square or the central part of KL, a Grab ride will get you there in less than 30mins.",translation_package_not_installed,False,"An ideal hotel to stay if you have plans to visit the theme park. If you want to head to Berjaya Square or the central part of KL, a Grab ride will get you there in less than 30mins.",an ideal hotel to stay if you have plans to visit the theme park if you want to head to berjaya square or the central part of kl a grab ride will get you there in less than mins,"An ideal hotel to stay if you have plans to visit the theme park. If you want to head to Berjaya Square or the central part of KL, a Grab ride will get you there in less than 30mins.",neutral,1,39,450,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,0.0,0.0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
Below my expectation,translation_package_not_installed,False,Below my expectation,below my expectation,Below my expectation,neutral,1,3,464,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,0.0,0.0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
Breakfast location far from hotel. Inconvenient.,translation_package_not_installed,False,Breakfast location far from hotel. Inconvenient.,breakfast location far from hotel inconvenient,Breakfast location far from hotel. Inconvenient.,neutral,1,6,441,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,0.0,0.0,Mixed/acceptable wording,Location; Breakfast/Food,No major risk detected,General traveller suitability,No major improvement issue detected
"Car Park a bit screw out, should reserve slot for hotel guests!",translation_package_not_installed,False,"Car Park a bit screw out, should reserve slot for hotel guests!",car park a bit screw out should reserve slot for hotel guests,"Car Park a bit screw out, should reserve slot for hotel guests!",neutral,1,12,473,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,0.0,0.0,Mixed/acceptable wording,Parking,Parking Risk,General traveller suitability,Improve parking information or parking availability
"Complain many time , the toilet is moldy",translation_package_not_installed,False,"Complain many time , the toilet is moldy",complain many time the toilet is moldy,"Complain many time , the toilet is moldy",neutral,1,7,445,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,0.0,0.0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
Good location with direct access to mall. Room is ok but the toilet does need some upgrading as it is old and dirty in some rooms. Not convenient to get to the gym and breakfast area. It is not located within the same building and you have to walk quite abit. Does not make sense for a 4 star hotel so this hotel alone does not have any facilities,translation_package_not_installed,False,Good location with direct access to mall. Room is ok but the toilet does need some upgrading as it is old and dirty in some rooms. Not convenient to get to the gym and breakfast area. It is not located within the same building and you have to walk quite abit. Does not make sense for a 4 star hotel so this hotel alone does not have any facilities,good location with direct access to mall room is okay but the toilet does need some upgrading as it is old and dirty in some rooms not convenient to get to the gym and breakfast area it is not located within the same building and you have to walk quite abit does not make sense for a star hotel so this hotel alone does not have any facilities,Good location with direct access to mall. Room is okay but the toilet does need some upgrading as it is old and dirty in some rooms. Not convenient to get to the gym and breakfast area. It is not located within the same building and you have to walk quite abit. Does not make sense for a 4 star hotel so this hotel alone does not have any facilities,neutral,1,68,447,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,9.55,8.1,"Mixed/acceptable wording; positive: good location, good; negative: dirty, old",Location; Cleanliness; Breakfast/Food,Cleanliness Risk,Suitable for convenience-focused travellers; Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
Good staff at reception. Other than that everything is normal,translation_package_not_installed,False,Good staff at reception. Other than that everything is normal,good staff at reception other than that everything is normal,Good staff at reception. Other than that everything is normal,neutral,1,10,451,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,2.2,0.0,"Mixed/acceptable wording; positive: normal, good",Service,Service Risk,General traveller suitability,Improve front desk/staff service training
"Great Stay, thank you my taking care of my grandparents!",translation_package_not_installed,False,"Great Stay, thank you my taking care of my grandparents!",great stay thank you my taking care of my grandparents,"Great Stay, thank you my taking care of my grandparents!",neutral,1,10,461,Agoda,"Persiaran Lagoon, Bandar Sunway, Kuala Lumpur, Malaysia, 47500",medium,0.0,0.0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
